anime_id,name,rank,genre_Drama,genre_Romance,genre_School,genre_Supernatural,genre_Action,genre_Adventure,genre_Fantasy,genre_Magic,genre_Military,genre_Shounen,genre_Comedy,genre_Historical,genre_Parody,genre_Samurai,genre_Sci-Fi,genre_Thriller,genre_Sports,genre_Super Power,genre_Space,genre_Slice of Life,genre_Mecha,genre_Music,genre_Mystery,genre_Seinen,genre_Martial Arts,genre_Vampire,genre_Shoujo,genre_Horror,genre_Police,genre_Psychological,genre_Demons,genre_Ecchi,genre_Josei,genre_Shounen Ai,genre_Game,genre_Dementia,genre_Harem,genre_Cars,genre_Kids,genre_Shoujo Ai,genre_Hentai,genre_Yaoi,genre_Yuri,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV,rank_encoded,rating_scaled,members_scaled,episodes_scaled
4181,Clannad: After Story,Masterpiece,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.9606299212598433,49.41369952236214,2.0
28851,Koe no Katachi,Mid-tier,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,3,1.952755905511812,10.983825445071645,-0.09090909090909091
918,Gintama,Popular,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.9448818897637792,36.34672166739036,18.09090909090909
2904,Code Geass: Hangyaku no Lelouch R2,Masterpiece,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.8976377952755914,62.02105948762484,2.090909090909091
28891,Haikyuu!! Second Season,Mid-tier,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.8582677165354333,19.30004342162397,2.090909090909091
199,Sen to Chihiro no Kamikakushi,Masterpiece,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,2,1.8582677165354333,50.44550586191924,-0.09090909090909091
23273,Shigatsu wa Kimi no Uso,Masterpiece,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.8503937007874018,45.033326096396,1.8181818181818181
24701,Mushishi Zoku Shou 2nd Season,Mid-tier,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.8188976377952766,8.070343030829353,0.7272727272727273
12355,Ookami Kodomo no Ame to Yuki,Popular,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,5,1.7874015748031498,24.385909683022145,-0.09090909090909091
1575,Code Geass: Hangyaku no Lelouch,Masterpiece,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.7795275590551185,77.46428571428571,2.090909090909091
263,Hajime no Ippo,Mid-tier,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.7795275590551185,16.94745983499783,6.636363636363637
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Mid-tier,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,3,1.7795275590551185,13.868541033434651,0.18181818181818182
1,Cowboy Bebop,Masterpiece,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.7716535433070872,52.67846287451151,2.1818181818181817
30276,One Punch Man,Masterpiece,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.7716535433070872,59.80330004342162,0.9090909090909091
164,Mononoke Hime,Popular,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,5,1.763779527559056,36.691923577941814,-0.09090909090909091
7311,Suzumiya Haruhi no Shoushitsu,Popular,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,5,1.763779527559056,25.91695614415979,-0.09090909090909091
17074,Monogatari Series: Second Season,Popular,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.7559055118110245,22.189426834563612,2.1818181818181817
21939,Mushishi Zoku Shou,Mid-tier,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.7559055118110245,10.83380373425966,0.7272727272727273
457,Mushishi,Popular,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.7401574803149604,32.401215805471125,2.1818181818181817
2001,Tengen Toppa Gurren Lagann,Masterpiece,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.7401574803149604,60.943551888840645,2.272727272727273
245,Great Teacher Onizuka,Popular,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.7322834645669292,28.977095093356493,3.727272727272727
32983,Natsume Yuujinchou Go,Low-tier,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,1,1.724409448818898,4.0506947459835,1.0
5258,Hajime no Ippo: New Challenger,Mid-tier,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.7165354330708664,9.492509769865393,2.1818181818181817
28957,Mushishi Zoku Shou: Suzu no Shizuku,Low-tier,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,1,1.7165354330708664,3.3343465045592704,-0.09090909090909091
11665,Natsume Yuujinchou Shi,Mid-tier,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.7165354330708664,10.516825879287886,1.0
431,Howl no Ugoku Shiro,Popular,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,5,1.7086614173228352,36.00043421623969,-0.09090909090909091
11741,Fate/Zero 2nd Season,Popular,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.700787401574804,36.84574468085106,0.9090909090909091
31757,Kizumonogatari II: Nekketsu-hen,Low-tier,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,1,1.700787401574804,3.5602475032566216,-0.09090909090909091
19,Monster,Popular,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.6929133858267724,26.705601389491967,6.545454545454546
12365,Bakuman. 3rd Season,Mid-tier,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.6850393700787412,14.33673469387755,2.090909090909091
1535,Death Note,Masterpiece,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.6850393700787412,109.89654798089448,3.1818181818181817
32366,Gintama°: Aizome Kaori-hen,Low-tier,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,1,1.669291338582677,1.671406860616587,0.0
30654,Ansatsu Kyoushitsu (TV) 2nd Season,Mid-tier,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.6614173228346458,18.98881893182805,2.090909090909091
20583,Haikyuu!!,Popular,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.6614173228346458,30.715154146765087,2.090909090909091
19647,Hajime no Ippo: Rising,Mid-tier,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.6614173228346458,7.078376031263569,2.090909090909091
4282,Kara no Kyoukai 5: Mujun Rasen,Mid-tier,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,3,1.6614173228346458,11.889274858879721,-0.09090909090909091
10379,Natsume Yuujinchou San,Mid-tier,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.6535433070866143,10.939209726443769,1.0
22135,Ping Pong The Animation,Mid-tier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.6535433070866143,10.381784628745114,0.8181818181818182
21329,Mushishi Special: Hihamukage,Low-tier,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,1,1.645669291338583,5.154798089448545,-0.09090909090909091
31043,Boku dake ga Inai Machi,Popular,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.6377952755905518,43.51183239253148,0.9090909090909091
7785,Yojouhan Shinwa Taikei,Mid-tier,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.6377952755905518,13.132978723404255,0.8181818181818182
3297,Aria The Origination,Low-tier,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,1,1.6299212598425206,5.928354320451585,1.0
30709,Kamisama Hajimemashita: Kako-hen,Low-tier,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,1,1.6299212598425206,3.459834997828919,0.18181818181818182
6114,Rainbow: Nisha Rokubou no Shichinin,Mid-tier,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.6299212598425206,14.972210160660008,2.1818181818181817
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Popular,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.6299212598425206,38.45950933564915,2.090909090909091
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Mid-tier,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,3,1.6299212598425206,8.76063829787234,-0.09090909090909091
5300,Zoku Natsume Yuujinchou,Mid-tier,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.6299212598425206,12.225683890577507,1.0
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Masterpiece,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.6141732283464565,50.182913590968305,0.8181818181818182
24415,Kuroko no Basket 3rd Season,Popular,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.6141732283464565,19.862679114198873,2.090909090909091
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Popular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,5,1.606299212598425,20.720147633521492,-0.09090909090909091
10408,Hotarubi no Mori e,Popular,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,5,1.606299212598425,21.26454624402953,-0.09090909090909091
28171,Shokugeki no Souma,Popular,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.606299212598425,37.71178897090751,2.0
32995,Yuri!!! on Ice,Mid-tier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.606299212598425,11.032132001736866,0.9090909090909091
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Low-tier,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,1,1.5984251968503937,1.0371254884932697,-0.09090909090909091
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Mid-tier,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.5984251968503937,9.998588797221016,2.0
7472,Gintama Movie: Shinyaku Benizakura-hen,Low-tier,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,1,1.5905511811023625,5.3880807642205815,-0.09090909090909091
777,Hellsing Ultimate,Popular,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,5,1.5905511811023625,32.121580547112465,0.7272727272727273
22535,Kiseijuu: Sei no Kakuritsu,Masterpiece,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.5905511811023625,46.016825879287886,2.0
28735,Shouwa Genroku Rakugo Shinjuu,Mid-tier,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.5905511811023625,7.571102909248806,1.0
12431,Uchuu Kyoudai,Mid-tier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.5905511811023625,7.751628310898828,8.818181818181818
28805,Bakemono no Ko,Mid-tier,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,3,1.582677165354331,8.605623100303951,-0.09090909090909091
578,Hotaru no Haka,Mid-tier,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,3,1.582677165354331,18.81545809813287,-0.09090909090909091
16894,Kuroko no Basket 2nd Season,Popular,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.582677165354331,26.245657837603126,2.090909090909091
5028,Major S5,Low-tier,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,1,1.582677165354331,2.942140686061659,2.090909090909091
21,One Piece,Masterpiece,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.582677165354331,54.63656100738167,3.0832359367854054
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,Mid-tier,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.5748031496062997,12.206144159791576,2.1818181818181817
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Mid-tier,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.5748031496062997,7.872774641771603,3.3636363636363638
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),Mid-tier,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,3,1.5748031496062997,10.21580547112462,-0.09090909090909091
17389,Kingdom 2nd Season,Low-tier,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,1,1.5748031496062997,3.2223187147199304,3.3636363636363638
170,Slam Dunk,Mid-tier,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.5669291338582685,8.795049934867563,9.0
10162,Usagi Drop,Popular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.5669291338582685,20.98404255319149,0.8181818181818182
18617,Girls und Panzer der Film,Low-tier,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,1,1.559055118110237,2.6151758575770736,-0.09090909090909091
32182,Mob Psycho 100,Popular,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.559055118110237,20.86039947894051,0.9090909090909091
877,Nana,Popular,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.559055118110237,21.24468085106383,4.090909090909091
2251,Baccano!,Popular,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,5,1.5511811023622044,39.26020408163265,1.0
24687,Mushishi Zoku Shou: Odoro no Michi,Low-tier,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,1,1.5511811023622044,3.5237733391228834,-0.09090909090909091
16498,Shingeki no Kyojin,Masterpiece,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,2,1.5511811023622044,97.12103777681286,2.090909090909091
10030,Bakuman. 2nd Season,Mid-tier,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,3,1.543307086614173,16.284303082935303,2.090909090909091
